鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,48.5,住,,,10304,土地1建物1車位2,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,309.43,3,2,2,有,有,71150000,294474,坡道平面,86.66,5550000,預售屋,權利人二人,RPOPMLSLMHKFFCA87CA
中山區,土地,榮星段二小段361~390地號,71.95,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41183018,572384,,0.0,0,,RPRPMLKMMHKFFCA47CA
中山區,土地,榮星段二小段361~390地號,97.0,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,51549680,531440,,0.0,0,,RPSPMLKMMHKFFCA57CA
中山區,土地,榮星段二小段361~390地號,32.25,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17136963,531379,,0.0,0,,RPTPMLKMMHKFFCA67CA
中山區,房地(土地+建物),臺北市中山區民生東路二段1~30號,3.11,商,,,10302,土地2建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021112,22.82,4,2,2,有,有,3580000,156811,,0.0,0,建商與地主合建案。,RPUQMLKMMHKFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區明水路397巷7弄1~30號,49.81,住,,,10403,土地1建物1車位3,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940824,294.08,3,2,2,有,有,68900000,234290,坡道平面,27.78,0,,RPRNMLKMMHKFFCA27CA
中山區,車位,臺北市中山區吉林路14巷1~30號,0.03,住,,,10403,土地0建物0車位1,,,其他,,,,16.04,0,0,0,有,無,1980000,,升降機械,16.04,1980000,目前尚未成立管理組織。,RPXOMLMLMHKFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區北安路578巷1~30號,52.05,住,,,10312,土地1建物2車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990514,281.02,4,2,2,有,有,14800000,52665,坡道平面,77.04,0,親友間買賣,RPSPMLNLMHKFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷74弄1~30號,36.8,住,,,10401,土地1建物1車位2,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990913,259.46000000000004,4,2,2,有,有,49800000,191937,坡道平面,65.66,0,,RPUOMLOLMHKFFCA97CA
中山區,房地(土地+建物),臺北市中山區新生北路一段31~60號,2.88,商,,,10402,土地1建物1車位0,十二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770613,28.87,1,1,1,有,有,5770000,199861,,0.0,0,,RPQNMLOLMHKFFCA47CA
中山區,房地(土地+建物)+車位,臺北市中山區農安街1~30號,6.86,商,,,10403,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920618,69.92,1,1,1,有,有,13800000,197368,升降機械,8.96,0,,RPPOMLQKMHKFFCA57CA
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,2.83,商,,,10403,土地1建物1車位0,十一層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0730927,31.01,1,0,1,有,有,4300000,138665,,0.0,0,,RPUOMLPKMHKFFCA97CA
中山區,房地(土地+建物),臺北市中山區農安街227巷3弄31~60號,31.68,住,,,10403,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730114,169.11,4,2,2,有,無,27100000,160251,,0.0,0,含增建或未登記建物。,RPWPMLNKMHKFFCA08CA
內湖區,車位,臺北市內湖區內湖路一段411巷1~30號,0.37,住,,,10403,土地0建物0車位1,地下一層,12,其他,見其他登記事項,鋼筋混凝土造,0830309,30.560000000000002,0,0,0,有,無,1800000,,坡道平面,30.57,1800000,,RPQPMLNKMHKFFCA47CA
內湖區,房地(土地+建物),臺北市內湖區東湖路113巷95弄121~150號,21.85,住,,,10403,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771223,61.97,3,2,2,有,無,3700000,59706,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSOMLKKMHKFFCA27CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段141巷1弄1~30號,55.5,住,,,10402,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.42,3,2,2,有,無,20000000,174795,,0.0,0,,RPPNMLKKMHKFFCA86CA
大同區,房地(土地+建物)+車位,臺北市大同區環河北路一段361~390號,27.24,其他,,,10401,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021022,229.42000000000002,3,2,2,有,有,37620000,162858,坡道平面,15.0,2700000,,RPSNMLKLMHKFFBA17CA
大同區,房地(土地+建物)+車位,臺北市大同區民族西路76巷2弄1~30號,20.0,住,,,10403,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830926,102.22999999999999,2,2,1,有,有,15500000,151604,升降機械,0.0,0,,RPOOMLPKMHKFFBA27CA
萬華區,房地(土地+建物),臺北市萬華區西園路一段91~120號,69.0,商,,,10402,土地1建物4車位0,一層，騎樓,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,231.56,15,4,4,有,無,49300000,212904,,0.0,0,含增建或未登記建物。,RPVOMLTJMHKFFBA28CA
大同區,房地(土地+建物),臺北市大同區重慶北路三段113巷1~30號,15.98,住,,,10403,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730324,57.239999999999995,2,1,1,有,無,3220000,56254,,0.0,0,二等親買賣,RPSNMLTJMHKFFBA87CA
中正區,房地(土地+建物),臺北市中正區懷寧街1~30號,63.0,商,,,10402,土地2建物1車位0,一層，二層，騎樓,2,店面(店鋪),,磚造,,106.06,1,5,3,有,無,95000000,895719,,0.0,0,含增建或未登記建物。,RPUNMLTJMHKFFBA08CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段241~270號,10.94,商,,,10403,土地1建物1車位0,一層，二層，騎樓,4,公寓(5樓含以下無電梯),,加強磚造,,32.48,0,0,0,無,無,3400000,104680,,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。二等親買賣,RPVNMLLLMHKFFBA57CA
大同區,車位,臺北市大同區環河北路一段91~120號,11.7,其他,,,10403,土地0建物0車位2,地下層,7,其他,,鋼筋混凝土造,0670622,56.85,0,0,0,有,有,4000000,,坡道平面,0.0,4000000,,RPTOMLRLMHKFFBA08CA
大同區,土地,橋北段二小段691~720地號,13.14,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6454966,491246,,0.0,0,,RPQOMLKMMHKFFBA17CA
萬華區,房地(土地+建物),臺北市萬華區西寧南路211~240號,13.6,商,,,10312,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670316,59.32,2,1,1,有,無,4700000,79231,,0.0,0,親友、員工或其他特殊關係間之交易。買賣雙方為弟媳夫兄關係.二親等交易主張買賣實際支付價款.,RPTOMLOJNHKFFBA67CA
萬華區,房地(土地+建物)+車位,臺北市萬華區德昌街185巷1~30號,46.52,住,,,10312,土地2建物1車位2,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990319,244.35,3,2,2,有,有,24550000,100471,坡道平面,74.7,0,親友、員工或其他特殊關係間之交易。土地及建物分次登記案件。前案土地登記收件字號：036500號,RPPOMLQJNHKFFBA47CA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段121~150號,3.16,其他,,,10403,土地1建物1車位0,八層,15,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0921203,46.56,1,1,1,有,有,11800000,253436,,0.0,0,,RPPNMLSKMHKFFAA47CA
文山區,房地(土地+建物),臺北市文山區景興路181~210號,9.53,商,,,10312,土地1建物2車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0831210,104.66,2,2,2,有,有,6000000,57328,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTNMLSLMHKFFAA97CA
中正區,房地(土地+建物),臺北市中正區金門街11巷7弄1~30號,53.33,住,,,10403,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),,加強磚造,,104.0,3,2,2,有,無,16310000,156827,,0.0,0,,RPROMLNLMHKFFAA37CA
萬華區,房地(土地+建物),臺北市萬華區青年路1~30號,23.4,住,,,10401,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0760316,109.45,3,2,1,有,有,19800000,180905,,0.0,0,共有人數2人含增建或未登記建物。,RPUNMLSJMHKFFBA97CA
文山區,房地(土地+建物),臺北市文山區興隆路三段185巷11弄1~30號,25.98,住,,,10402,土地7建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,82.75999999999999,3,2,2,有,有,8380000,101257,,0.0,0,含增建或未登記建物。,RPXQMLSJMHKFFAA48CA
中正區,房地(土地+建物),臺北市中正區福洲街31~60號,17.2,住,,,10403,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770912,112.16,4,2,3,有,有,15000000,133738,,0.0,0,,RPVOMLTJMHKFFAA18CA
文山區,房地(土地+建物),臺北市文山區辛亥路五段61~90號,17.43,住,,,10403,土地1建物1車位0,六層,6,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720210,78.99,3,2,1,有,無,11500000,145588,,0.0,0,含增建或未登記建物。,RPOPMLTJMHKFFAA57CA
文山區,房地(土地+建物),臺北市文山區景仁街82巷1~30號,45.42,住,,,10402,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580807,90.26,3,2,2,有,無,14580000,161533,,0.0,0,含增建或未登記建物。,RPSOMLTJMHKFFAA87CA
文山區,房地(土地+建物),臺北市文山區仙岩路16巷31~60號,34.72,住,,,10402,土地4建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690703,118.61,3,2,2,有,無,13300000,112132,,0.0,0,共有人數2人含增建或未登記建物。,RPPOMLTJMHKFFAA57CA
文山區,房地(土地+建物),臺北市文山區景豐街1~30號,20.75,住,,,10403,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.58,3,2,1,有,無,12400000,166264,,0.0,0,,RPPNMLPKMHKFFAA17CA
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段391~420號,13.63,商,,,10401,土地6建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,185.24,3,2,2,有,有,66800000,360613,坡道平面,0.0,0,,RPOOMLRLMHKFFFA08DA
大安區,土地,辛亥段四小段541~570地號,122.73,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,659865,5377,,0.0,0,親友、員工或其他特殊關係間之交易。向政府機關承購之案件。,RPPOMLTJMHKFFFA18DA
中正區,房地(土地+建物),臺北市中正區水源路1~30號,18.57,住,,,10402,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0731117,109.99000000000001,3,2,2,有,有,14000000,127284,,0.0,0,含增建或未登記建物。,RPROMLTJMHKFFAA77CA
文山區,房地(土地+建物)+車位,臺北市文山區福興路106巷31~60號,26.63,住,,,10403,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,163.82999999999998,3,2,2,有,有,21300000,161346,坡道平面,41.36,1540000,私契於民國104年02月14日雙方自行訂定。,RPRPMLTJMHKFFAA87CA
文山區,房地(土地+建物),臺北市文山區木新路三段121~150號,57.6,住,,,10403,土地3建物1車位0,五層，六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781127,255.72,4,3,4,有,無,29800000,116534,,0.0,0,含頂樓增建。,RPWNMLPJNHKFFAA87CA
文山區,房地(土地+建物),臺北市文山區育英街31巷38弄1~30號,27.75,住,,,10403,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610418,80.62,3,2,1,有,無,3594384,44584,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSNMLQJNHKFFAA57CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段61~90號,25.78,商,,,10403,土地2建物1車位1,八層，電梯樓梯間,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851030,129.99,2,1,1,有,有,16500000,126933,坡道平面,0.0,0,增值稅共288142,賣方支付100000,買方支付188142,RPTNMLPLMHKFFAA67CA
文山區,房地(土地+建物),臺北市文山區興隆路二段25巷1~30號,46.26,住,,,10403,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740104,131.87,3,2,3,有,無,20680000,156821,,0.0,0,,RPOOMLMLMHKFFAA96CA
文山區,房地(土地+建物),臺北市文山區興隆路三段121~150號,6.39,住,,,10403,土地1建物1車位0,五層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970523,30.39,1,1,1,有,有,6040000,198750,,0.0,0,,RPPNMLTKMHKFFAA57CA
大同區,土地,迪化段三小段541~570地號,4.08,其他,,,10403,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1747809,428385,,0.0,0,,RPXNMLLJNHKFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區雙園街18巷1~30號,13.0,商,,,10403,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,42.07,2,2,2,有,無,6200000,147373,,0.0,0,含增建或未登記建物。(頂樓),RPRNMLOKMHKFFBA37CA
萬華區,房地(土地+建物),臺北市萬華區昆明街31~60號,6.77,商,,,10403,土地1建物1車位0,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0761221,49.53,1,1,1,有,有,8000000,161518,,0.0,0,門牌地址五ㄈㄥ里為難字，系統無法帶出含增建或未登記建物。,RPWOMLNKMHKFFBA87CA
中正區,土地,臨沂段四小段331~360地號,9.33,住,,,10403,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6340000,679528,,0.0,0,親友、員工或其他特殊關係間之交易。(父子)(買方共2人),RPTOMLTJMHKFFBA08CA
大同區,房地(土地+建物)+車位,臺北市大同區民權西路91~120號,14.98,商,,,10403,土地2建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000330,185.4,3,2,1,有,有,8500000,45844,坡道平面,28.87,0,親友、員工或其他特殊關係間之交易。,RPOOMLNKMHKFFBA07CA
萬華區,房地(土地+建物),臺北市萬華區大理街121~150號,23.5,其他,,,10403,土地2建物1車位0,二層,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0630320,79.24,3,1,1,有,無,9000000,113579,,0.0,0,,RPXOMLTJMHKFFBA48CA
中山區,房地(土地+建物),臺北市中山區南京東路三段181~210號,4.94,商,,,10403,土地1建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,0660917,58.75,0,0,0,無,有,12100000,205957,,0.0,0,,RPVNMLKKMHKFFCA47CA
中山區,房地(土地+建物),臺北市中山區林森北路85巷61~90號,8.61,商,,,10403,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970925,31.77,1,1,1,有,有,6450000,203022,,0.0,0,,RPVPMLKKMHKFFCA67CA
內湖區,車位,臺北市內湖區成功路三段121~150號,0.09,商,,,10403,土地0建物0車位1,地下三層,9,其他,停車空間,鋼筋混凝土造,0841110,43.12,0,0,0,有,有,2660000,,坡道機械,43.12,2660000,,RPSPMLPKMHKFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區東湖路61~90號,28.67,商,,,10403,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861009,163.68,2,2,2,有,有,21000000,128299,升降平面,15.17,0,,RPSPMLOKMHKFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷1~30號,15.28,住,,,10402,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841116,64.07,2,2,1,有,有,14000000,218511,,0.0,0,價格含增建,RPUPMLOKMHKFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路331~360號,15.33,住,,,10403,土地1建物2車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880824,101.85000000000001,2,1,1,有,有,14100000,138439,坡道平面,42.98,0,價格含增建,RPWPMLOKMHKFFCA18CA
內湖區,土地,文德段二小段361~390地號,122.0,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5290000,43361,,0.0,0,,RPPNMLPKMHKFFCA37CA
中山區,房地(土地+建物)+車位,臺北市中山區林森北路571~600號,12.0,商,,,10403,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,145.47,2,1,1,有,有,30000000,254022,坡道平面,39.18,3000000,,RPSNMLPKMHKFFCA67CA
中山區,房地(土地+建物),臺北市中山區新生北路三段93巷1~30號,34.5,住,,,10402,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,86.78,3,2,2,有,無,12750000,146923,,0.0,0,頂樓增建,RPXSMLNLMHKFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街138巷1~30號,34.41,住,,,10403,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0901206,120.73,3,2,2,有,無,21200000,175598,其他,16.45,0,,RPRNMLNLMHKFFCA47CA
中山區,土地,榮星段二小段361~390地號,11.04,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6889319,624033,,0.0,0,,RPQPMLKMMHKFFCA37CA
內湖區,土地,文德段三小段451~480地號,41.0,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1343160,32760,,0.0,0,,RPWQMLQJNHKFFCA48CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段75巷175弄1~30號,47.92,住,,,10403,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960201,131.60999999999999,2,2,2,有,無,20000000,151964,,0.0,0,,RPTQMLTLMHKFFCA58CA
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段421~450號,7.98,商,,,10403,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,90.6,2,1,1,有,有,18500000,204194,升降機械,15.87,0,,RPSNMLKKMHKFFDA27CA
信義區,房地(土地+建物),臺北市信義區吳興街156巷1~30號,32.25,住,,,10403,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631125,90.43,3,2,1,有,無,2200000,24328,,0.0,0,親友特殊關係間之交易。二親等買賣(母女)因土增稅申辦自用稅率,未主張買賣支付價款依法申報繳納贈與稅,雙方未訂立買賣私契及價款,同意以土地現值房屋現值訂立公訂契,本登錄買賣價款為年度贈與稅免稅額,RPSQMLKKMHKFFDA57CA
松山區,車位,臺北市松山區南京東路五段151~180號,4.68,商,,,10403,土地0建物0車位1,地下二層,17,其他,見使用執照,鋼筋混凝土造,0731106,42.84,0,0,0,有,無,2950000,,坡道平面,42.83,2950000,,RPUOMLNKMHKFFDA87CA
南港區,房地(土地+建物),臺北市南港區中南街74巷1~30號,26.92,工,,,10403,土地1建物1車位0,一層，平台,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,88.1,3,1,1,有,無,14500000,164586,,0.0,0,,RPOPMLKKMHKFFDA07CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段31巷18弄1~30號,13.26,住,,,10403,土地2建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970918,50.09,2,1,1,有,有,18200000,363346,,0.0,0,含增建或未登記建物。,RPPPMLKKMHKFFDA17CA
松山區,房地(土地+建物),臺北市松山區延壽街330巷17弄1~30號,19.31,住,,,10403,土地2建物1車位0,九層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830323,102.53999999999999,3,2,2,有,無,23700000,231129,,0.0,0,,RPSOMLKKMHKFFDA37CA
信義區,房地(土地+建物),臺北市信義區莊敬路404巷1~30號,46.5,商,,,10402,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.74,3,2,1,有,無,16380000,193297,,0.0,0,,RPTOMLKKMHKFFDA47CA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段121~150號,8.1,商,,,10104,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,115.06,1,1,1,有,有,30000000,274812,升降機械,13.9,2200000,,RPQRMLQKMHKFFDA08CA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段121~150號,6.88,商,,,10104,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,97.32,1,1,1,有,有,23330000,255694,升降機械,13.9,2000000,,RPRRMLQKMHKFFDA18CA
信義區,房地(土地+建物),臺北市信義區永吉路31~60號,11.7,商,,,10403,土地4建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0740126,120.55,3,1,1,有,有,22800000,189133,,0.0,0,,RPURMLQKMHKFFDA48CA
松山區,房地(土地+建物),臺北市松山區民生東路五段36巷8弄1~30號,23.69,住,,,10403,土地1建物2車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700422,196.39,2,1,2,有,有,28000000,142566,,0.0,0,地下室無隔間,RPOOMLQKMHKFFDA57CA
松山區,房地(土地+建物),臺北市松山區民生東路五段36巷8弄1~30號,26.14,住,,,10403,土地1建物2車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0700422,203.17,2,1,1,有,有,56000000,275631,,0.0,0,權利人共2人地下室無隔間,RPPOMLQKMHKFFDA67CA
南港區,車位,臺北市松山區忠孝東路六段121~150號,0.35,住,,,10403,土地0建物0車位1,一層,14,其他,見其他登記事項,鋼筋混凝土造,1000110,2.07,0,0,0,有,有,1150000,,升降機械,0.0,0,,RPPOMLPKMHKFFDA57CA
松山區,房地(土地+建物),臺北市松山區民權東路三段103巷5弄1~30號,21.58,住,,,10401,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740326,84.77000000000001,2,2,1,有,有,17000000,200543,,0.0,0,本案標的為國民住宅，買賣雙方為親戚,RPWPMLKLMHKFFDA97CA
松山區,房地(土地+建物)+車位,臺北市松山區民生東路五段27巷9弄31~60號,62.6,住,,,10312,土地1建物1車位1,全,2,透天厝,見使用執照,鋼筋混凝土造,0760120,231.39,5,2,2,有,無,19300000,83409,坡道平面,6.27,0,親友間買賣,RPXNMLNLMHKFFDA18CA
信義區,土地,祥和段三小段331~360地號,90.5,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52779600,583200,,0.0,0,,RPVNMLLJNHKFFDA67CA
北投區,房地(土地+建物),臺北市北投區中和街474巷56弄1~30號,59.92,其他,,,10403,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0640502,97.76,4,1,2,有,無,10000000,102291,,0.0,0,,RPQPMLTJMHKFFEA18CA
北投區,房地(土地+建物),臺北市北投區建民路91~120號,30.62,住,,,10402,土地5建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700114,102.33,3,1,2,有,無,15000000,146585,,0.0,0,,RPQPMLOKMHKFFEA77CA
北投區,車位,臺北市北投區公?路91~120號,2.38,住,,,10404,土地0建物0車位1,一層,9,其他,見其他登記事項,鋼筋混凝土造,0970617,14.0,0,0,0,有,有,650000,,升降機械,14.0,650000,,RPQNMLNKMHKFFEA47CA
士林區,房地(土地+建物),臺北市士林區士東路54巷1~30號,31.14,住,,,10403,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811127,99.45,3,2,2,有,有,20000000,201106,,0.0,0,親友、員工或其他特殊關係間之交易。增建:平台.花台。,RPRNMLKKMHKFFEA27CA
北投區,土地,大業段二小段691~720地號,26.42,商,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11720969,443640,,0.0,0,,RPQOMLKKMHKFFEA27CA
士林區,土地,陽明段二小段241~270地號,201.94,其他,,,10403,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,140247676,694502,,0.0,0,,RPQNMLLJNHKFFEA27CA
北投區,房地(土地+建物)+車位,臺北市北投區光明路61~90號,13.45,商,,,10403,土地1建物1車位1,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961116,162.16,2,2,2,有,有,26000000,160335,坡道平面,35.66,0,,RPTPMLMLMHKFFEA97CA
士林區,房地(土地+建物)+車位,臺北市士林區中正路655巷1~30號,24.25,住,,,10403,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030606,162.74,4,2,2,有,有,23600000,163364,坡道平面,30.52,2000000,,RPSNMLLLMHKFFEA57CA
士林區,土地,溪山段一小段571~600地號,413.29,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,36294,,0.0,0,土地分次登記案件。前案土地登記收件字號：052030,含未登記建物,權利人共2人,RPTOMLLLMHKFFEA77CA
大安區,房地(土地+建物),臺北市大安區信義路四段91~120號,5.38,商,,,10403,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781012,88.19,0,1,1,有,有,27380000,310466,,0.0,0,含增建或未登記建物。,RPXNMLKKMHKFFFA97CA
大安區,土地,龍泉段三小段1~30地號,2.7,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3209062,1188541,,0.0,0,,RPTNMLLJNHKFFFA67CA
大安區,房地(土地+建物)+車位,臺北市大安區樂業街91~120號,46.84,住,,,10402,土地1建物1車位4,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010523,277.86,0,0,0,無,有,68800000,247607,塔式車位,13.88,0,本買賣價款內含雙方約定之裝潢,RPVOMLQKMHKFFFA48CA
大安區,房地(土地+建物),臺北市大安區永康街75巷1~30號,54.0,住,,,10312,土地3建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610908,145.71,4,2,2,有,無,43000000,295107,,0.0,0,,RPTNMLRKMHKFFFA28CA
大安區,房地(土地+建物),臺北市大安區和平東路二段90巷1~30號,6.39,商,,,10403,土地3建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710224,81.3,2,1,1,有,有,21000000,258303,,0.0,0,,RPSNMLNKMHKFFFA77CA
文山區,房地(土地+建物),臺北市文山區指南路三段61~90號,12.72,住,,,10403,土地1建物1車位0,四層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840509,45.25,1,1,1,有,無,4900000,108287,,0.0,0,,RPWPMLOKMHKFFAA08DA
