鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
大同區,房地(土地+建物),臺北市大同區南京西路271~300號,16.7,商,,,10401,土地1建物1車位0,九層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1011214,201.15,0,0,0,無,無,51710000,257072,,0.0,0,1.毛胚屋。2.親友、員工或其他特殊關係間之交易。,RPQNMLPJNHKFFBA37CA
文山區,房地(土地+建物)+車位,臺北市文山區忠順街二段85巷1~30號,20.23,住,,,10311,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,165.29000000000002,2,2,2,有,有,36000000,232437,坡道平面,20.95,2450000,,RPQNMLKLMHKFFAA86CA
文山區,房地(土地+建物),臺北市文山區景華街82巷2弄1~30號,44.92,住,,,10404,土地2建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,104.61,3,2,1,有,無,14500000,138610,,0.0,0,,RPQNMLKMMHKFFAA96CA
文山區,車位,臺北市文山區景興路10巷1~30號,6.46,商,,,10403,土地0建物0車位2,,,其他,,,,60.02,0,0,0,有,有,1600000,,坡道平面,60.0,1600000,,RPROMLLJNHKFFAA07CA
文山區,車位,臺北市文山區景興路10巷1~30號,6.46,商,,,10403,土地0建物0車位2,,,其他,,,,60.02,0,0,0,有,有,1600000,,坡道平面,60.0,1600000,,RPSOMLLJNHKFFAA17CA
文山區,車位,臺北市文山區景興路10巷1~30號,9.69,商,,,10403,土地0建物0車位3,,,其他,,,,90.03,0,0,0,有,有,2400000,,坡道平面,90.0,2400000,,RPTOMLLJNHKFFAA27CA
文山區,車位,臺北市文山區景興路10巷1~30號,3.23,商,,,10403,土地0建物0車位1,,,其他,,,,30.01,0,0,0,有,有,800000,,坡道平面,30.0,800000,,RPUOMLLJNHKFFAA37CA
文山區,車位,臺北市文山區景興路10巷1~30號,6.46,商,,,10403,土地0建物0車位2,,,其他,,,,60.02,0,0,0,有,有,1600000,,坡道平面,60.0,1600000,,RPVOMLLJNHKFFAA47CA
文山區,車位,臺北市文山區景興路10巷1~30號,3.23,商,,,10403,土地0建物0車位1,,,其他,,,,30.01,0,0,0,有,有,800000,,坡道平面,30.0,800000,,RPWOMLLJNHKFFAA57CA
文山區,車位,臺北市文山區景興路10巷1~30號,3.23,商,,,10403,土地0建物0車位1,,,其他,,,,30.01,0,0,0,有,有,800000,,坡道平面,30.0,800000,,RPXOMLLJNHKFFAA67CA
文山區,房地(土地+建物),臺北市文山區羅斯福路四段181~210號,6.52,商,,,10402,土地3建物1車位0,八層,10,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0861024,41.5,0,0,0,無,有,8400000,202410,,0.0,0,,RPOPMLPJNHKFFAA27CA
中正區,車位,臺北市中正區廈門街121~150號,0.3,商,,,10403,土地0建物0車位1,一層,14,其他,見其他登記事項,鋼筋混凝土造,0990825,3.0999999999999996,0,0,0,有,有,1600000,,塔式車位,0.0,1600000,,RPRNMLKKMHKFFAA86CA
文山區,房地(土地+建物),臺北市文山區景興路96巷31~60號,32.75,住,,,10403,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0561130,105.95,3,1,1,有,無,10500000,99103,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLNKMHKFFAA96CA
文山區,房地(土地+建物),臺北市文山區興隆路四段29巷4弄31~60號,26.06,住,,,10403,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710629,87.91,2,2,1,有,無,9000000,102377,,0.0,0,含增建或未登記建物。,RPUNMLNKMHKFFAA47CA
中正區,房地(土地+建物),臺北市中正區羅斯福路四段61~90號,2.71,其他,,,10403,土地2建物1車位0,十層,15,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0941229,36.45,0,0,0,無,有,12880000,353361,,0.0,0,,RPPNMLOKMHKFFAA07CA
文山區,房地(土地+建物),臺北市文山區景福街211~240號,44.75,住,,,10402,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631018,114.19,3,2,1,有,無,18900000,165514,,0.0,0,,RPUNMLOKMHKFFAA57CA
中正區,房地(土地+建物),臺北市中正區同安街31~60號,46.0,住,,,10403,土地2建物1車位0,一層，二層,2,店面(店鋪),,磚造,,110.36,0,0,0,無,無,37000000,335266,,0.0,0,,RPQNMLPKMHKFFAA27CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段216巷19弄1~30號,29.89,住,,,10402,土地1建物1車位0,七層，陽台,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.7,3,2,2,有,有,37700000,302326,,0.0,0,含增建或未登記建物。,RPUOMLKKMHKFFFA87DA
大安區,房地(土地+建物),臺北市大安區信義路二段44巷1~30號,14.78,住,,,10403,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000506,78.55000000000001,1,2,1,有,有,26880000,342202,,0.0,0,,RPPNMLMKMHKFFFA47DA
大安區,土地,懷生段一小段661~690地號,4.71,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,280320,59516,,0.0,0,,RPRNMLNKMHKFFFA77DA
北投區,車位,臺北市北投區中正路61~90號,1.35,商,,,10403,土地0建物0車位1,,,其他,,,,35.66,0,0,0,有,有,1300000,,坡道平面,35.66,1300000,,RPVOMLSLMHKFFEA78DA
文山區,房地(土地+建物),臺北市文山區興隆路一段251巷1弄1~30號,33.0,住,,,10403,土地1建物1車位0,一層，露台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.34,2,2,1,有,無,15000000,158999,,0.0,0,,RPSNMLPKMHKFFAA47CA
文山區,房地(土地+建物),臺北市文山區萬安街12巷1~30號,25.92,住,,,10402,土地1建物1車位0,四層,7,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0720728,49.550000000000004,1,1,1,有,有,6550000,132190,,0.0,0,共有人數2人含增建或未登記建物。,RPTNMLPKMHKFFAA57CA
文山區,房地(土地+建物),臺北市文山區指南路三段61~90號,14.24,住,,,10403,土地1建物1車位0,四層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030513,62.690000000000005,1,1,1,有,有,9400000,149944,,0.0,0,親友 員工或其他特殊關係間之交易;土地及建物分次登記案件,土地收件字號:054750,RPOOMLQKMHKFFAA27CA
文山區,房地(土地+建物),臺北市文山區指南路三段91~120號,17.62,住,,,10403,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,77.61,2,2,1,有,有,11900000,153331,,0.0,0,親友 員工或其他特殊關係間之交易;土地及建物分次登記案件,土地收件字號:054750,RPQOMLQKMHKFFAA47CA
文山區,房地(土地+建物),臺北市文山區景興路181~210號,4.92,商,,,10403,土地1建物1車位0,六層,18,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0831210,55.32000000000001,2,1,1,有,有,8350000,150940,,0.0,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內。,RPOQMLOKMHKFFAA27CA
文山區,房地(土地+建物),臺北市文山區景興路181~210號,3.71,商,,,10403,土地1建物1車位0,十五層,24,套房(1房1廳1衛),住家用,見使用執照,0850104,45.39,1,1,1,有,有,5800000,127781,,0.0,0,,RPPOMLMLMHKFFAA07CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61~90號,40.21,商,,,10010,土地1建物1車位3,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031121,380.99,4,2,3,有,有,60553109,194390,坡道平面,108.84,7650000,地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由義務人自行提供屬實。（本案為預售屋）,RPTNMLPJNHKFFAA57CA
文山區,車位,臺北市文山區指南路三段61~90號,0.0,,,,10403,土地0建物0車位1,,,其他,,,,25.1,0,0,0,有,無,1100000,,坡道機械,25.1,1100000,,RPXOMLQKMHKFFAA18CA
大同區,房地(土地+建物)+車位,臺北市大同區塔城街61~90號,73.74,其他,,,10402,土地5建物2車位1,八層,10,華廈(10層含以下有電梯),,鋼筋混凝土造,,720.2,2,1,0,有,有,98785556,137164,坡道平面,36.48,0,含部分共有人買回之交易。,RPVNMLPJNHKFFBA87CA
大同區,房地(土地+建物),臺北市大同區南京西路151~180號,3.59,商,,,10404,土地1建物1車位0,十層,11,套房(1房1廳1衛),住商用,鋼筋混凝土造,0660822,36.9,1,1,1,有,有,7500000,203252,,0.0,0,,RPUNMLQKMHKFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區西藏路199巷1~30號,24.75,住,,,10402,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610614,77.54,2,1,1,有,無,10310000,132964,,0.0,0,,RPROMLLLMHKFFBA27CA
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段211~240號,8.41,住,,,10403,土地2建物1車位1,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030528,62.03,1,1,1,有,有,12680000,204417,塔式車位,9.14,0,價格含增建,RPSNMLLLMHKFFBA27CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段280巷1~30號,22.17,住,,,10403,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0660128,88.9,2,1,1,有,無,4000000,44994,,0.0,0,二等親間買賣,RPTNMLLLMHKFFBA37CA
中正區,土地,臨沂段一小段211~240地號,13.5,其他,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350000,25926,,0.0,0,(包含)公共設施保留地之交易。,RPQPMLNKMHKFFBA37CA
內湖區,房地(土地+建物),臺北市內湖區成功路二段250巷12弄1~30號,29.93,住,,,10401,土地8建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690529,82.73,3,2,1,有,無,12200000,147468,,0.0,0,,RPUOMLNKMHKFFCA77CA
中山區,房地(土地+建物),臺北市中山區德惠街91~120號,34.0,住,,,10403,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610615,94.46,3,2,2,有,無,16200000,171501,,0.0,0,,RPTPMLNKMHKFFCA77CA
中山區,房地(土地+建物),臺北市中山區南京東路一段13巷6弄1~30號,13.98,商,,,10402,土地1建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730621,87.71,2,1,1,有,無,19300000,220043,,0.0,0,,RPVPMLNKMHKFFCA97CA
中山區,房地(土地+建物),臺北市中山區松江路511~540號,14.07,住,,,10403,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731214,122.17999999999999,3,2,2,有,有,21300000,174333,,0.0,0,共有人數2人含增建或未登記建物。,RPPNMLOKMHKFFCA27CA
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段451巷31~60號,39.21,其他,,,10402,土地1建物2車位2,一層,14,店面(店鋪),商業用,鋼筋混凝土造,0971205,209.79000000000002,0,0,2,有,有,53500000,255017,坡道機械,33.04,0,共有人數2人含增建或未登記建物。本次買賣包含兩個建號,RPXOMLOKMHKFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區文德路171巷3弄1~30號,38.95,住,,,10402,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770128,131.95,3,2,2,有,有,21800000,165214,,0.0,0,價格含增建,RPVPMLOKMHKFFCA08CA
內湖區,車位,臺北市內湖區內湖路二段253巷31~60號,2.44,住,,,10403,土地0建物0車位1,一層,11,其他,商業用,鋼筋混凝土造,0980923,35.35,0,0,0,有,有,1680000,,坡道機械,35.35,1680000,,RPTPMLPKMHKFFCA97CA
內湖區,車位,臺北市內湖區內湖路二段253巷31~60號,2.44,住,,,10403,土地0建物0車位1,一層,11,其他,商業用,鋼筋混凝土造,0980923,35.35,0,0,0,有,有,1600000,,坡道機械,35.35,1600000,,RPUPMLPKMHKFFCA08CA
內湖區,車位,臺北市內湖區內湖路二段253巷31~60號,2.44,住,,,10403,土地0建物0車位1,一層,11,其他,商業用,鋼筋混凝土造,0980923,35.35,0,0,0,有,有,1680000,,坡道機械,35.35,1680000,,RPVPMLPKMHKFFCA18CA
中山區,房地(土地+建物),臺北市中山區民生西路45巷5弄1~30號,26.25,住,,,10403,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0590110,60.57,0,0,0,無,無,8450000,139508,,0.0,0,,RPPQMLPKMHKFFCA67CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路91~120號,40.73,其他,,,10404,土地2建物1車位2,二層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010104,261.82,3,2,2,有,有,43880000,167596,坡道平面,0.0,0,,RPXOMLRKMHKFFCA48CA
內湖區,土地,康寧段四小段181~210地號,92.4,住,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6987749,75625,,0.0,0,畸零地或有合併使用之交易。,RPORMLNLMHKFFCA57CA
內湖區,土地,康寧段四小段181~210地號,475.4,住,,,10309,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23645892,49739,,0.0,0,畸零地或有合併使用之交易。,RPRRMLNLMHKFFCA87CA
內湖區,土地,康寧段四小段181~210地號,1045.33,住,,,10309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100087173,95747,,0.0,0,畸零地或有合併使用之交易。,RPVRMLNLMHKFFCA28CA
內湖區,土地,康寧段四小段181~210地號,87.89,住,,,10309,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8011297,91151,,0.0,0,畸零地或有合併使用之交易。,RPPSMLNLMHKFFCA77CA
內湖區,土地,康寧段四小段151~180地號,235.01,其他,,,10309,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2505969,10663,,0.0,0,畸零地或有合併使用之交易。,RPQSMLNLMHKFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段126巷1~30號,19.06,商,,,10403,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0871013,95.33000000000001,2,2,1,有,有,20300000,212945,升降機械,13.76,0,,RPOTMLNLMHKFFCA77CA
內湖區,土地,康寧段四小段151~180地號,2.22,其他,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23875,10755,,0.0,0,,RPUOMLNLMHKFFCA87CA
內湖區,土地,文德段四小段271~300地號,1.3,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,628800,483692,,0.0,0,,RPUNMLLJNHKFFCA47CA
內湖區,土地,文德段四小段271~300地號,0.65,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,315200,0,,0.0,0,,RPVNMLLJNHKFFCA57CA
內湖區,土地,文德段四小段271~300地號,0.65,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,315200,0,,0.0,0,,RPXNMLLJNHKFFCA77CA
內湖區,土地,文德段四小段271~300地號,0.54,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,260800,0,,0.0,0,,RPOOMLLJNHKFFCA96CA
內湖區,土地,文德段四小段271~300地號,0.54,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,260800,0,,0.0,0,,RPQOMLLJNHKFFCA17CA
內湖區,房地(土地+建物)+車位,臺北市內湖區安美街151~180號,105.32,其他,,,10403,土地1建物1車位4,二層,9,廠辦,工業用,鋼筋混凝土造,0931019,434.76,0,0,0,無,有,30000000,69004,坡道平面,137.52,0,,RPVPMLRLMHKFFCA48CA
南港區,房地(土地+建物),臺北市南港區重陽路199巷1~30號,44.95,住,,,10403,土地1建物1車位0,一層,9,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0930706,146.43,2,2,2,有,有,20500000,139999,,0.0,0,含增建或未登記建物。,RPPNMLOKMHKFFDA37CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段278巷22弄31~60號,27.0,住,,,10403,土地1建物1車位0,二層，陽台,3,公寓(5樓含以下無電梯),住家用,加強磚造,,61.48,3,1,1,有,無,11800000,191932,,0.0,0,,RPVQMLOKMHKFFDA28CA
內湖區,土地,文德段一小段61~90地號,1518.5,其他,,,10312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24646348,16231,,0.0,0,本筆係為公共設施用地(公園用地),RPXPMLRJNHKFFCA58CA
松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,11.81,商,,,10403,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720915,124.99,3,2,2,有,有,28720000,229778,,0.0,0,,RPPNMLSKMHKFFDA77CA
信義區,房地(土地+建物),臺北市信義區和平東路三段271~300號,11.85,住,,,10403,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720712,107.59,3,2,2,有,有,23120000,214890,,0.0,0,,RPTPMLLLMHKFFDA77CA
松山區,房地(土地+建物)+車位,臺北市松山區光復北路190巷1~30號,33.24,住,,,10403,土地2建物1車位1,四層,18,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0910208,129.48000000000002,3,2,1,有,有,25800000,199259,坡道平面,26.95,0,,RPPPMLNLMHKFFDA57CA
南港區,房地(土地+建物)+車位,臺北市南港區東新街170巷31~60號,88.56,住,,,10312,土地1建物1車位2,二層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,1031112,215.77,0,0,0,無,無,57640000,282414,坡道機械,21.87,2880000,1.目前尚未成立管理組織。2.買賣價金含裝潢費用。,RPOPMLTLMHKFFDA08CA
南港區,房地(土地+建物)+車位,臺北市南港區東新街170巷31~60號,87.47,住,,,10312,土地1建物1車位2,二層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,1031112,214.14,0,0,0,無,無,57270000,282883,坡道機械,21.87,2880000,1.目前尚未成立管理組織。2.買賣價金含裝潢費用。,RPPPMLTLMHKFFDA18CA
松山區,房地(土地+建物),臺北市松山區健康路331~360號,21.24,住,,,10403,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0880806,115.23,0,0,0,無,有,18556240,161037,,0.0,0,向政府機關承購之案件。,RPTQMLQJNHKFFDA28CA
士林區,房地(土地+建物)+車位,臺北市士林區通河街1~30號,17.98,住,,,10403,土地1建物1車位2,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011112,125.07000000000001,2,2,1,有,有,23000000,183897,坡道機械,34.12,0,價格含增建,RPPPMLPKMHKFFEA77CA
士林區,房地(土地+建物),臺北市士林區中山北路六段157巷1~30號,15.47,工,,,10403,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,85.49,1,1,1,有,有,24700000,288923,,0.0,0,,RPSOMLPKMHKFFEA97CA
北投區,房地(土地+建物),臺北市北投區開明街31~60號,41.89,住,,,10403,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850815,134.84,3,2,2,有,有,16500000,122367,,0.0,0,,RPSOMLOKMHKFFEA87CA
士林區,房地(土地+建物)+車位,臺北市士林區後港街121~150號,42.08,工,,,10403,土地1建物1車位2,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990128,303.81,3,2,2,有,有,9800000,32257,坡道平面,0.0,0,二親等買賣,RPWOMLOKMHKFFEA28CA
北投區,房地(土地+建物),臺北市北投區西安街二段361~390號,36.6,住,,,10402,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,118.05,3,2,2,有,有,20000000,169420,,0.0,0,價格含增建,RPTNMLPKMHKFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區復興一路52巷1~30號,74.4,住,,,10403,土地2建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030317,223.76999999999998,3,2,2,有,有,33999999,151942,坡道機械,0.0,0,,RPRPMLOKMHKFFEA87CA
北投區,房地(土地+建物),臺北市北投區天母西路130巷1~30號,36.17,住,,,10403,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0920708,180.03,3,2,2,有,有,42570000,236461,,0.0,0,共有人數2人,價格含增建,RPSPMLOKMHKFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路31~60號,18.27,住,,,10403,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990329,118.97,2,2,1,有,有,16000000,134499,坡道平面,35.9,0,,RPUPMLOKMHKFFEA18CA
士林區,房地(土地+建物)+車位,臺北市士林區天母西路1~30號,39.56,商,,,10401,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690312,194.54,3,2,2,有,有,36000000,185061,坡道平面,0.0,0,本案車位面積無法概算。內含獨立產權車位，未包含在棟數內。含增建或未登記建物。,RPTNMLOKMHKFFEA87CA
北投區,土地,崇仰段四小段661~690地號,0.26,其他,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5850,0,,0.0,0,民國100年締約,RPQNMLTLMHKFFEA18CA
北投區,土地,崇仰段四小段661~690地號,2.92,住,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,661581,226569,,0.0,0,,RPRNMLTLMHKFFEA28CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,28.16,住,,,10403,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,101.39,0,0,0,無,有,20560000,202781,,0.0,0,,RPQNMLNJNHKFFEA47CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,28.16,住,,,10403,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,101.39,0,0,0,無,有,20400000,201203,,0.0,0,,RPRNMLNJNHKFFEA57CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,25.92,住,,,10403,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,93.49,0,0,0,無,有,19080000,204086,,0.0,0,,RPSNMLNJNHKFFEA67CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,22.63,住,,,10403,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,81.62,0,0,0,無,有,17000000,208282,,0.0,0,,RPTNMLNJNHKFFEA77CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,26.29,住,,,10403,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,94.9,0,0,0,無,有,19450000,204953,,0.0,0,,RPUNMLNJNHKFFEA87CA
士林區,房地(土地+建物),臺北市士林區社中街228巷3弄1~30號,35.5,住,,,10402,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640206,91.38,3,2,1,有,無,9800000,107244,,0.0,0,,RPUOMLQKMHKFFEA28CA
北投區,房地(土地+建物),臺北市北投區溫泉路121~150號,17.18,其他,,,10403,土地4建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661017,62.8,3,1,1,有,有,5390000,85828,,0.0,0,,RPRQMLMLMHKFFEA87CA
大安區,車位,臺北市大安區臥龍街301~330號,0.24,住,,,10403,土地0建物0車位1,地下一層,13,其他,見其他登記事項,鋼筋混凝土造,0990513,46.82,0,0,0,有,有,2350000,,坡道平面,46.82,2350000,,RPSNMLOKMHKFFFA87CA
大安區,房地(土地+建物),臺北市大安區復興南路二段1~30號,7.4,商,,,10403,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840907,55.35,1,1,1,有,有,16000000,289070,,0.0,0,,RPVNMLOKMHKFFFA18CA
大安區,房地(土地+建物),臺北市大安區大安路一段31巷31~60號,35.75,住,,,10403,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0540630,88.48,3,1,1,有,無,23000000,259946,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPOMLOJNHKFFFA67CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段464巷1~30號,17.27,住,,,10403,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910704,146.35,2,2,1,有,有,24300000,166040,坡道平面,46.11,0,,RPOOMLPJNHKFFFA67CA
大安區,房地(土地+建物)+車位,臺北市大安區樂業街91~120號,46.84,住,,,10403,土地1建物1車位4,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010523,277.86,0,0,0,無,有,68800000,247607,塔式車位,13.88,0,私契立約日期為104.2.17，公契產權移轉立約日期為104.3.18。本買賣價款內含雙方約定之裝潢。,RPVNMLLLMHKFFFA97CA
大安區,土地,通化段六小段451~480地號,152.0,商,,,10401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000000,789474,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPOMLLLMHKFFFA47CA
文山區,房地(土地+建物),臺北市文山區久康街110巷2弄1~30號,37.0,住,,,10403,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,115.74,2,2,2,有,無,11500000,99361,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLNKMHKFFAA17DA
萬華區,房地(土地+建物)+車位,臺北市萬華區峨眉街91~120號,8.12,商,,,10403,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950126,108.92,2,2,1,有,有,18000000,165259,坡道平面,46.21,0,,RPVNMLQKMHKFFBA08DA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段99巷17弄1~30號,22.67,住,,,10403,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731026,81.05,3,2,1,有,無,12210000,150648,,0.0,0,,RPRRMLPKMHKFFCA08DA
中山區,房地(土地+建物),臺北市中山區民權東路二段135巷29弄1~30號,24.0,住,,,10402,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730602,115.72,3,2,2,有,無,6058400,52354,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVOMLMKNHKFFCA97DA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.64,住,,,10310,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,160.76,3,2,2,有,有,10000000,62205,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLNKNHKFFBA18DA
士林區,房地(土地+建物),臺北市士林區大東路1~30號,24.32,商,,,10401,土地2建物1車位0,一層，平台,5,店面(店鋪),見使用執照,鋼筋混凝土造,0660111,73.97,0,1,0,有,無,108000000,1460051,,0.0,0,含增建或未登記建物。,RPWPMLOKMHKFFEA48DA
信義區,房地(土地+建物),臺北市信義區莊敬路289巷8弄1~30號,36.6,住,,,10401,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750903,136.67000000000002,4,2,2,有,無,25080000,183508,,0.0,0,,RPPQMLKLMHKFFDA47DA
